Problem,Kind,Instance,Solver,Status,Time,Objective,Score,Score Incomplete,Score Area
gcc-benchmark,SAT,instance-l42_6,yuck-free,S,34466, ,13.11802794640451,13.11802794640451,34466
gcc-benchmark,SAT,toy-instance,atlantis-free,S,1510, ,13.841666666666669,13.841666666666669,1510
gcc-benchmark,SAT,toy-instance,cbc-free,S,1576, ,13.841666666666669,13.841666666666669,1576
gcc-benchmark,SAT,toy-instance,choco-solver__cp_-free,S,3323, ,7.421428571428571,7.421428571428571,3323
gcc-benchmark,SAT,toy-instance,choco-solver__cp_lcg_-free,S,3486, ,7.421428571428571,7.421428571428571,3486
gcc-benchmark,SAT,toy-instance,chuffed-free,S,1345, ,13.841666666666669,13.841666666666669,1345
gcc-benchmark,SAT,toy-instance,cp_optimizer-free,S,1623, ,13.841666666666669,13.841666666666669,1623
gcc-benchmark,SAT,toy-instance,cplex-free,S,1483, ,13.841666666666669,13.841666666666669,1483
gcc-benchmark,SAT,toy-instance,crusher-free,S,1312, ,13.841666666666669,13.841666666666669,1312
gcc-benchmark,SAT,toy-instance,gecode-fd,S,1509, ,13.841666666666669,13.841666666666669,1509
gcc-benchmark,SAT,toy-instance,gecode___scheduling_portfolio__experimental_-free,S,1896, ,13.841666666666669,13.841666666666669,1896
gcc-benchmark,SAT,toy-instance,gurobi_12-free,S,1642, ,13.841666666666669,13.841666666666669,1642
gcc-benchmark,SAT,toy-instance,highs-free,S,1354, ,13.841666666666669,13.841666666666669,1354
gcc-benchmark,SAT,toy-instance,huub-free,S,1509, ,13.841666666666669,13.841666666666669,1509
gcc-benchmark,SAT,toy-instance,huub__difference_logic_-free,S,1231, ,13.841666666666669,13.841666666666669,1231
gcc-benchmark,SAT,toy-instance,jacop-free,S,2463, ,9.644444444444444,9.644444444444444,2463
gcc-benchmark,SAT,toy-instance,nucs-fd,S,7677, ,3.810858585858586,3.810858585858586,7677
gcc-benchmark,SAT,toy-instance,or-tools_cp-sat-free,S,1896, ,13.841666666666667,13.841666666666667,1896
gcc-benchmark,SAT,toy-instance,or-tools_cp-sat-ls-free,S,1881, ,13.841666666666667,13.841666666666667,1881
gcc-benchmark,SAT,toy-instance,picatsat-free,S,1476, ,13.841666666666667,13.841666666666667,1476
gcc-benchmark,SAT,toy-instance,pumpkin-free,S,1515, ,13.841666666666667,13.841666666666667,1515
gcc-benchmark,SAT,toy-instance,qiuqi-mixsolver-free,S,1577, ,13.841666666666667,13.841666666666667,1577
gcc-benchmark,SAT,toy-instance,sabori_csp-free,S,1457, ,13.841666666666667,13.841666666666667,1457
gcc-benchmark,SAT,toy-instance,scip-free,S,1677, ,13.841666666666667,13.841666666666667,1677
gcc-benchmark,SAT,toy-instance,sicstus_prolog-free,S,1712, ,13.841666666666667,13.841666666666667,1712
gcc-benchmark,SAT,toy-instance,thornbill-free,S,1518, ,13.841666666666667,13.841666666666667,1518
gcc-benchmark,SAT,toy-instance,yuck-free,S,4339, ,6.026839826839829,6.026839826839829,4339
kitchen,MAX,kitchen_b1.instance,atlantis-free,UNK,1200000, ,0,0,1200000
kitchen,MAX,kitchen_b1.instance,cbc-free,UNK,1200000, ,0,0,1200000
kitchen,MAX,kitchen_b1.instance,choco-solver__cp_-free,S,1200000,9049,11.5,11.5,443337.4713016967
kitchen,MAX,kitchen_b1.instance,choco-solver__cp_lcg_-free,S,1200000,9049,11.5,11.5,625154.4019088016
kitchen,MAX,kitchen_b1.instance,chuffed-free,SC,204084,9942,22.563340815241034,20,63130.26405090138
kitchen,MAX,kitchen_b1.instance,cp_optimizer-free,S,1200000,9942,16.5,20,322699.95976935315
kitchen,MAX,kitchen_b1.instance,cplex-free,SC,1153074,9942,20.1735250014719,20,799584.5629639449
kitchen,MAX,kitchen_b1.instance,crusher-free,UNK,1200000, ,0,0,1200000
kitchen,MAX,kitchen_b1.instance,gecode-fd,S,1200000,9942,16.5,20,304309.12718716863
kitchen,MAX,kitchen_b1.instance,gecode___scheduling_portfolio__experimental_-free,S,1200000,9942,16.5,20,324115.3930938494
kitchen,MAX,kitchen_b1.instance,gurobi_12-free,SC,246410,9942,22.296257256709847,20,152030.32091728525
kitchen,MAX,kitchen_b1.instance,highs-free,S,1200000,9444,14,14,594334.5376458112
kitchen,MAX,kitchen_b1.instance,huub-free,SC,284983,9942,22.087528498086634,20,86460.54579798516
kitchen,MAX,kitchen_b1.instance,huub__difference_logic_-free,SC,432845,9942,21.473145863478802,20,136951.9759411453
kitchen,MAX,kitchen_b1.instance,jacop-free,UNK,1200000, ,0,0,1200000
kitchen,MAX,kitchen_b1.instance,nucs-fd,S,1200000,5603,8,8,670864.6705328737
kitchen,MAX,kitchen_b1.instance,or-tools_cp-sat-free,SC,38844,9942,24.41957941273137,20,22374.289634146342
kitchen,MAX,kitchen_b1.instance,or-tools_cp-sat-ls-free,S,1200000,4716,7,7,769193.3574363734
kitchen,MAX,kitchen_b1.instance,picatsat-free,S,1200000,2609,6,6,897501.3398064687
kitchen,MAX,kitchen_b1.instance,pumpkin-free,SC,608656,9942,20.986623152280412,20,164866.68180010605
kitchen,MAX,kitchen_b1.instance,qiuqi-mixsolver-free,S,1200000,8210,9,9,613977.4201352068
kitchen,MAX,kitchen_b1.instance,sabori_csp-free,S,1200000,8926,10,10,469332.2110949098
kitchen,MAX,kitchen_b1.instance,scip-free,S,1200000,9942,16.5,20,1076383.4357104984
kitchen,MAX,kitchen_b1.instance,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
kitchen,MAX,kitchen_b1.instance,thornbill-free,S,1200000,9335,13,13,513979.70486479317
kitchen,MAX,kitchen_b1.instance,yuck-free,UNK,1200000, ,0,0,1200000
kitchen,MAX,larger.instance,atlantis-free,ERR, , ,0,0,1200000
kitchen,MAX,larger.instance,cbc-free,SC,597835,470,20.284126034139952,20.5,154224.63617021276
kitchen,MAX,larger.instance,choco-solver__cp_-free,S,1200000,452,10,10,329000.86063829786
kitchen,MAX,larger.instance,choco-solver__cp_lcg_-free,S,1200000,462,12.5,12.5,317273.9265957447
kitchen,MAX,larger.instance,chuffed-free,S,1200000,449,9,9,335877.53723404254
kitchen,MAX,larger.instance,cp_optimizer-free,S,1200000,467,15,15,305282.9255319149
kitchen,MAX,larger.instance,cplex-free,SC,51735,470,23.183378069719236,20.5,14656.496808510637
kitchen,MAX,larger.instance,crusher-free,S,1200000,323,4,4,499010.00638297875
kitchen,MAX,larger.instance,gecode-fd,S,1200000,391,7,7,416785.4468085107
kitchen,MAX,larger.instance,gecode___scheduling_portfolio__experimental_-free,S,1200000,364,6,6,473751.5723404255
kitchen,MAX,larger.instance,gurobi_12-free,SC,15294,470,24.37509213558025,20.5,5135.801063829787
kitchen,MAX,larger.instance,highs-free,SC,169061,470,21.719021110793733,20.5,44654.1
kitchen,MAX,larger.instance,huub-free,S,1200000,464,14,14,315124.85
kitchen,MAX,larger.instance,huub__difference_logic_-free,S,1200000,462,12.5,12.5,315089.22659574467
kitchen,MAX,larger.instance,jacop-free,S,1200000,109,2,2,789299.0351063829
kitchen,MAX,larger.instance,nucs-fd,S,1200000,304,3,3,546209.6861702128
kitchen,MAX,larger.instance,or-tools_cp-sat-free,SC,63781,470,22.936122240888587,20.5,17656.122340425532
kitchen,MAX,larger.instance,or-tools_cp-sat-ls-free,S,1200000,470,17,20.5,302941.6446808511
kitchen,MAX,larger.instance,picatsat-free,SC,1131639,470,19.70774195751751,20.5,293004.5106382979
kitchen,MAX,larger.instance,pumpkin-free,S,1200000,470,17,20.5,302180.97340425535
kitchen,MAX,larger.instance,qiuqi-mixsolver-free,S,1200000,470,17,20.5,302881.1265957447
kitchen,MAX,larger.instance,sabori_csp-free,S,1200000,459,11,11,319164.4340425532
kitchen,MAX,larger.instance,scip-free,SC,159035,470,21.794518451360727,20.5,43928.881914893616
kitchen,MAX,larger.instance,sicstus_prolog-free,S,1200000,20,1,1,875266.8085106383
kitchen,MAX,larger.instance,thornbill-free,S,1200000,361,5,5,441595.6553191489
kitchen,MAX,larger.instance,yuck-free,S,1200000,431,8,8,370694.02021276596
kitchen,MAX,linear.instance,atlantis-free,ERR, , ,0,0,1200000
kitchen,MAX,linear.instance,cbc-free,S,1200000,516,18.5,21,312262.1482558139
kitchen,MAX,linear.instance,choco-solver__cp_-free,S,1200000,499,11,11,325789.11240310076
kitchen,MAX,linear.instance,choco-solver__cp_lcg_-free,S,1200000,500,12,12,327177.4098837209
kitchen,MAX,linear.instance,chuffed-free,S,1200000,483,9,9,347965.55717054266
kitchen,MAX,linear.instance,cp_optimizer-free,S,1200000,510,14.5,14.5,308703.94573643414
kitchen,MAX,linear.instance,cplex-free,SC,166871,516,22.714937745845827,21,43952.29554263566
kitchen,MAX,linear.instance,crusher-free,S,1200000,351,6,6,915400.5222868215
kitchen,MAX,linear.instance,gecode-fd,S,1200000,354,7,7,510392.0251937985
kitchen,MAX,linear.instance,gecode___scheduling_portfolio__experimental_-free,S,1200000,331,5,5,542396.6007751938
kitchen,MAX,linear.instance,gurobi_12-free,SC,26299,516,24.37444852284371,21,8116.187015503877
kitchen,MAX,linear.instance,highs-free,SC,367361,516,21.968229298945616,21,96332.57558139534
kitchen,MAX,linear.instance,huub-free,S,1200000,508,13,13,313157.2567829457
kitchen,MAX,linear.instance,huub__difference_logic_-free,S,1200000,510,14.5,14.5,311033.26550387597
kitchen,MAX,linear.instance,jacop-free,S,1200000,30,1.5,1.5,867011.8158914729
kitchen,MAX,linear.instance,nucs-fd,S,1200000,267,3,3,597387.9312015504
kitchen,MAX,linear.instance,or-tools_cp-sat-free,SC,48460,516,23.8850738458547,21,14148.018410852714
kitchen,MAX,linear.instance,or-tools_cp-sat-ls-free,S,1200000,516,18.5,21,305770.2218992248
kitchen,MAX,linear.instance,picatsat-free,S,1200000,516,18.5,21,315082.5532945736
kitchen,MAX,linear.instance,pumpkin-free,S,1200000,514,16,16,313525.1598837209
kitchen,MAX,linear.instance,qiuqi-mixsolver-free,S,1200000,516,18.5,21,306720.99418604653
kitchen,MAX,linear.instance,sabori_csp-free,S,1200000,497,10,10,323521.9331395349
kitchen,MAX,linear.instance,scip-free,SC,332998,516,22.057310586510155,21,89909.78875968992
kitchen,MAX,linear.instance,sicstus_prolog-free,S,1200000,30,1.5,1.5,865621.9980620155
kitchen,MAX,linear.instance,thornbill-free,S,1200000,286,4,4,584142.6094961241
kitchen,MAX,linear.instance,yuck-free,S,1200000,453,8,8,421197.1850775194
kitchen,MAX,real_kitchen_b1.instance,atlantis-free,UNK,1200000, ,0,0,1200000
kitchen,MAX,real_kitchen_b1.instance,cbc-free,S,1200000,748,6,6,882347.9526717557
kitchen,MAX,real_kitchen_b1.instance,choco-solver__cp_-free,S,1200000,785,8,8,391012.6935114504
kitchen,MAX,real_kitchen_b1.instance,choco-solver__cp_lcg_-free,S,1200000,841,11.5,11.5,361150.7866412214
kitchen,MAX,real_kitchen_b1.instance,chuffed-free,SC,68133,852,22.216024073608324,19.5,19263.22824427481
kitchen,MAX,real_kitchen_b1.instance,cp_optimizer-free,S,1200000,852,14.5,19.5,306034.63625954196
kitchen,MAX,real_kitchen_b1.instance,cplex-free,SC,429837,852,18.726003619580418,19.5,159936.72328244275
kitchen,MAX,real_kitchen_b1.instance,crusher-free,S,1200000,380,3,3,953818.5843511451
kitchen,MAX,real_kitchen_b1.instance,gecode-fd,SC,264683,852,19.615338650073227,19.5,67689.04045801527
kitchen,MAX,real_kitchen_b1.instance,gecode___scheduling_portfolio__experimental_-free,SC,600645,852,18.16555831673618,19.5,159369.356870229
kitchen,MAX,real_kitchen_b1.instance,gurobi_12-free,SC,69796,852,22.189931222664665,19.5,25477.13740458015
kitchen,MAX,real_kitchen_b1.instance,highs-free,S,1200000,841,11.5,11.5,375118.3938931298
kitchen,MAX,real_kitchen_b1.instance,huub-free,SC,126722,852,21.055878586526106,19.5,36652.14198473282
kitchen,MAX,real_kitchen_b1.instance,huub__difference_logic_-free,SC,87915,852,21.765164241704678,19.5,26776.485496183206
kitchen,MAX,real_kitchen_b1.instance,jacop-free,S,1200000,454,4,4,1038627.1515267176
kitchen,MAX,real_kitchen_b1.instance,nucs-fd,S,1200000,852,14.5,19.5,321173.49351145036
kitchen,MAX,real_kitchen_b1.instance,or-tools_cp-sat-free,SC,24149,852,23.79936439837186,19.5,9824.420992366413
kitchen,MAX,real_kitchen_b1.instance,or-tools_cp-sat-ls-free,S,1200000,505,5,5,734200.1404580153
kitchen,MAX,real_kitchen_b1.instance,picatsat-free,S,1200000,818,10,10,689992.0828244274
kitchen,MAX,real_kitchen_b1.instance,pumpkin-free,SC,194397,852,20.210612648440396,19.5,53679.22175572519
kitchen,MAX,real_kitchen_b1.instance,qiuqi-mixsolver-free,S,1200000,782,7,7,539954.9763358779
kitchen,MAX,real_kitchen_b1.instance,sabori_csp-free,S,1200000,797,9,9,385098.015648855
kitchen,MAX,real_kitchen_b1.instance,scip-free,SC,1140255,852,17.256124242294156,19.5,419280.0217557252
kitchen,MAX,real_kitchen_b1.instance,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
kitchen,MAX,real_kitchen_b1.instance,thornbill-free,S,1200000,850,13,13,330515.96259541984
kitchen,MAX,real_kitchen_b1.instance,yuck-free,UNK,1200000, ,0,0,1200000
kitchen,MAX,tall_complex.instance,atlantis-free,UNK,1200000, ,0,0,1200000
kitchen,MAX,tall_complex.instance,cbc-free,SC,128287,409,9.27487003997949,15,39174.65647921761
kitchen,MAX,tall_complex.instance,choco-solver__cp_-free,S,1200000,409,6,15,306146.7885085575
kitchen,MAX,tall_complex.instance,choco-solver__cp_lcg_-free,SC,99638,409,9.615035428373877,15,34195.77139364303
kitchen,MAX,tall_complex.instance,chuffed-free,SC,1657,409,21.642675646127294,15,1464.4266503667484
kitchen,MAX,tall_complex.instance,cp_optimizer-free,SC,3032,409,18.36654298236694,15,1850.356968215159
kitchen,MAX,tall_complex.instance,cplex-free,SC,3277,409,18.36654298236694,15,2122.3270171149143
kitchen,MAX,tall_complex.instance,crusher-free,S,1200000,259,3,3,531952.261002445
kitchen,MAX,tall_complex.instance,gecode-fd,SC,1844,409,21.642675646127294,15,1526.453545232274
kitchen,MAX,tall_complex.instance,gecode___scheduling_portfolio__experimental_-free,SC,3149,409,18.36654298236694,15,2348.5837408312964
kitchen,MAX,tall_complex.instance,gurobi_12-free,SC,2879,409,19.654125026581276,15,1783.3667481662592
kitchen,MAX,tall_complex.instance,highs-free,SC,17975,409,13.14013477015923,15,6415.167481662592
kitchen,MAX,tall_complex.instance,huub-free,SC,2227,409,19.654125026581276,15,1677.0330073349633
kitchen,MAX,tall_complex.instance,huub__difference_logic_-free,SC,2459,409,19.654125026581276,15,1802.9193154034238
kitchen,MAX,tall_complex.instance,jacop-free,S,1200000,231,2,2,587715.2744498777
kitchen,MAX,tall_complex.instance,nucs-fd,SC,29608,409,11.847767469972288,15,14298.661369193149
kitchen,MAX,tall_complex.instance,or-tools_cp-sat-free,SC,2089,409,19.654125026581276,15,2014.0660146699267
kitchen,MAX,tall_complex.instance,or-tools_cp-sat-ls-free,S,1200000,409,6,15,301852.08190709044
kitchen,MAX,tall_complex.instance,picatsat-free,SC,10952,409,14.60099550282039,15,4402.516503667482
kitchen,MAX,tall_complex.instance,pumpkin-free,SC,2532,409,19.654125026581276,15,1942.4914425427874
kitchen,MAX,tall_complex.instance,qiuqi-mixsolver-free,S,1200000,409,6,15,302707.46026894863
kitchen,MAX,tall_complex.instance,sabori_csp-free,SC,6735,409,16.14572794175325,15,2806.417481662592
kitchen,MAX,tall_complex.instance,scip-free,SC,20936,409,12.72696850436596,15,10407.311124694377
kitchen,MAX,tall_complex.instance,sicstus_prolog-free,S,1200000,272,4,4,519314.5158924205
kitchen,MAX,tall_complex.instance,thornbill-free,SC,18038,409,12.992894970313706,15,7071.948044009781
kitchen,MAX,tall_complex.instance,yuck-free,S,1200000,223,1,1,793468.4046454767
multiple-constant-multiplication,MIN,CHEN99_28B,atlantis-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,cbc-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,chuffed-free,SC,12192,9,21.692764599190802,21,6462.75
multiple-constant-multiplication,MIN,CHEN99_28B,cp_optimizer-free,SC,6952,9,22.73333661829067,21,6949.75
multiple-constant-multiplication,MIN,CHEN99_28B,cplex-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,crusher-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,gecode-fd,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,gurobi_12-free,SC,796400,9,17.737515036028363,21,796315.25
multiple-constant-multiplication,MIN,CHEN99_28B,highs-free,SC,407781,9,18.275543855282983,21,407675.25
multiple-constant-multiplication,MIN,CHEN99_28B,huub-free,SC,7623,9,22.50094342290235,21,6488.25
multiple-constant-multiplication,MIN,CHEN99_28B,huub__difference_logic_-free,SC,7951,9,22.50094342290235,21,6787
multiple-constant-multiplication,MIN,CHEN99_28B,jacop-free,SC,416680,9,18.25739460429768,21,320929
multiple-constant-multiplication,MIN,CHEN99_28B,nucs-fd,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,or-tools_cp-sat-free,SC,8665,9,22.29842486480189,21,7819.75
multiple-constant-multiplication,MIN,CHEN99_28B,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,picatsat-free,SC,5048,9,23.003133576302904,21,3639.5
multiple-constant-multiplication,MIN,CHEN99_28B,pumpkin-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,sabori_csp-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,scip-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,thornbill-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,CHEN99_28B,yuck-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,atlantis-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,cbc-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,choco-solver__cp_-free,S,1200000,12,15.5,19,342540
multiple-constant-multiplication,MIN,HIGHPASS_15,choco-solver__cp_lcg_-free,S,1200000,12,15.5,19,383332.5
multiple-constant-multiplication,MIN,HIGHPASS_15,chuffed-free,S,1200000,12,15.5,19,301968
multiple-constant-multiplication,MIN,HIGHPASS_15,cp_optimizer-free,SC,1771,12,24.76809574613765,19,1770.25
multiple-constant-multiplication,MIN,HIGHPASS_15,cplex-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,crusher-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,gecode-fd,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,gurobi_12-free,SC,25315,12,21.811537521101066,19,25312.75
multiple-constant-multiplication,MIN,HIGHPASS_15,highs-free,SC,875980,12,19.123562492896355,19,875885.5
multiple-constant-multiplication,MIN,HIGHPASS_15,huub-free,SC,16987,12,22.38799601305579,19,7667.5
multiple-constant-multiplication,MIN,HIGHPASS_15,huub__difference_logic_-free,SC,17881,12,22.310185604708344,19,6695.5
multiple-constant-multiplication,MIN,HIGHPASS_15,jacop-free,S,1200000,12,15.5,19,302218.5
multiple-constant-multiplication,MIN,HIGHPASS_15,nucs-fd,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,or-tools_cp-sat-free,SC,32391,12,21.49850586835276,19,11401.5
multiple-constant-multiplication,MIN,HIGHPASS_15,or-tools_cp-sat-ls-free,S,1200000,12,15.5,19,354315.75
multiple-constant-multiplication,MIN,HIGHPASS_15,picatsat-free,SC,20664,12,22.10011675374804,19,6569.25
multiple-constant-multiplication,MIN,HIGHPASS_15,pumpkin-free,S,1200000,12,15.5,19,330207.75
multiple-constant-multiplication,MIN,HIGHPASS_15,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,sabori_csp-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,scip-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,thornbill-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,HIGHPASS_15,yuck-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,atlantis-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,cbc-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,chuffed-free,S,1200000,12,20,22.5,322327.5
multiple-constant-multiplication,MIN,JOHANSSON08_28,cp_optimizer-free,SC,72315,12,22.481491918773308,22.5,72312
multiple-constant-multiplication,MIN,JOHANSSON08_28,cplex-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,crusher-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,gecode-fd,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,gurobi_12-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,highs-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,huub-free,SC,55298,12,22.80328763964601,22.5,31286.75
multiple-constant-multiplication,MIN,JOHANSSON08_28,huub__difference_logic_-free,SC,28668,12,23.614229549778056,22.5,15052.5
multiple-constant-multiplication,MIN,JOHANSSON08_28,jacop-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,nucs-fd,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,or-tools_cp-sat-free,SC,42332,12,23.131922589980107,22.5,17249
multiple-constant-multiplication,MIN,JOHANSSON08_28,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,picatsat-free,SC,48345,12,22.969068301822517,22.5,14568.75
multiple-constant-multiplication,MIN,JOHANSSON08_28,pumpkin-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,sabori_csp-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,scip-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,thornbill-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,JOHANSSON08_28,yuck-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,atlantis-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,cbc-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,chuffed-free,S,1200000,12,20,22.5,302296.5
multiple-constant-multiplication,MIN,LOWPASS_9,cp_optimizer-free,SC,8981,12,24.162420659073128,22.5,8981
multiple-constant-multiplication,MIN,LOWPASS_9,cplex-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,crusher-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,gecode-fd,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,gurobi_12-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,highs-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,huub-free,SC,45918,12,22.279763105928478,22.5,26631
multiple-constant-multiplication,MIN,LOWPASS_9,huub__difference_logic_-free,SC,32272,12,22.660224521241467,22.5,16582.75
multiple-constant-multiplication,MIN,LOWPASS_9,jacop-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,nucs-fd,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,or-tools_cp-sat-free,SC,27711,12,22.85594430992736,22.5,11406
multiple-constant-multiplication,MIN,LOWPASS_9,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,picatsat-free,SC,23107,12,23.041647403829568,22.5,7348
multiple-constant-multiplication,MIN,LOWPASS_9,pumpkin-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,sabori_csp-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,scip-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,thornbill-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,LOWPASS_9,yuck-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,atlantis-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,cbc-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,chuffed-free,SC,8826,8,21.65774648030311,20.5,8081.25
multiple-constant-multiplication,MIN,XU07_28,cp_optimizer-free,SC,5966,8,22.462603413257973,20.5,5966
