Problem,Kind,Instance,Solver,Status,Time,Objective,Score,Score Incomplete,Score Area
multiple-constant-multiplication,MIN,XU07_28,cplex-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,crusher-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,gecode-fd,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,gurobi_12-free,SC,17844,8,20.410363030543376,20.5,17842.5
multiple-constant-multiplication,MIN,XU07_28,highs-free,SC,959378,8,16.49085696272914,20.5,959252
multiple-constant-multiplication,MIN,XU07_28,huub-free,SC,7278,8,21.888335898004748,20.5,6756.75
multiple-constant-multiplication,MIN,XU07_28,huub__difference_logic_-free,SC,7323,8,21.888335898004748,20.5,6777.75
multiple-constant-multiplication,MIN,XU07_28,jacop-free,SC,144895,8,17.96538751287894,20.5,136705
multiple-constant-multiplication,MIN,XU07_28,nucs-fd,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,or-tools_cp-sat-free,SC,7108,8,21.888335898004748,20.5,6973.75
multiple-constant-multiplication,MIN,XU07_28,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,picatsat-free,SC,3728,8,23.271653862307353,20.5,2792.75
multiple-constant-multiplication,MIN,XU07_28,pumpkin-free,SC,420872,8,17.076381043965863,20.5,414611.75
multiple-constant-multiplication,MIN,XU07_28,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,sabori_csp-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,scip-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,thornbill-free,UNK,1200000, ,0,0,1200000
multiple-constant-multiplication,MIN,XU07_28,yuck-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,easy_01,atlantis-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,easy_01,cbc-free,S,48164, ,4.206219235485296,4.206219235485296,48164
nonogram,SAT,easy_01,choco-solver__cp_-free,S,4755, ,11.23284493284493,11.23284493284493,4755
nonogram,SAT,easy_01,choco-solver__cp_lcg_-free,S,6010, ,9.54105339105339,9.54105339105339,6010
nonogram,SAT,easy_01,chuffed-free,S,1405, ,17.697845804988667,17.697845804988667,1405
nonogram,SAT,easy_01,cp_optimizer-free,S,1629, ,17.697845804988667,17.697845804988667,1629
nonogram,SAT,easy_01,cplex-free,S,2707, ,14.442467532467534,14.442467532467534,2707
nonogram,SAT,easy_01,crusher-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,easy_01,gecode-fd,S,1465, ,17.697845804988667,17.697845804988667,1465
nonogram,SAT,easy_01,gecode___scheduling_portfolio__experimental_-free,S,1916, ,17.697845804988667,17.697845804988667,1916
nonogram,SAT,easy_01,gurobi_12-free,S,2632, ,14.442467532467534,14.442467532467534,2632
nonogram,SAT,easy_01,highs-free,S,8282, ,8.46135759665171,8.46135759665171,8282
nonogram,SAT,easy_01,huub-free,S,1379, ,17.697845804988667,17.697845804988667,1379
nonogram,SAT,easy_01,huub__difference_logic_-free,S,1312, ,17.697845804988667,17.697845804988667,1312
nonogram,SAT,easy_01,jacop-free,S,3111, ,12.530245734657498,12.530245734657498,3111
nonogram,SAT,easy_01,nucs-fd,S,9376, ,8.051263751728143,8.051263751728143,9376
nonogram,SAT,easy_01,or-tools_cp-sat-free,S,2108, ,14.442467532467534,14.442467532467534,2108
nonogram,SAT,easy_01,or-tools_cp-sat-ls-free,S,5532, ,10.279106375804488,10.279106375804488,5532
nonogram,SAT,easy_01,picatsat-free,S,1367, ,17.697845804988667,17.697845804988667,1367
nonogram,SAT,easy_01,pumpkin-free,S,1914, ,17.697845804988667,17.697845804988667,1914
nonogram,SAT,easy_01,qiuqi-mixsolver-free,S,4873, ,11.23284493284493,11.23284493284493,4873
nonogram,SAT,easy_01,sabori_csp-free,S,1601, ,17.697845804988667,17.697845804988667,1601
nonogram,SAT,easy_01,scip-free,S,8763, ,8.46135759665171,8.46135759665171,8763
nonogram,SAT,easy_01,sicstus_prolog-free,S,1668, ,17.697845804988663,17.697845804988663,1668
nonogram,SAT,easy_01,thornbill-free,S,1551, ,17.697845804988663,17.697845804988663,1551
nonogram,SAT,easy_01,yuck-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,atlantis-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,cbc-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,chuffed-free,S,228286, ,22.683906496660118,22.683906496660118,228286
nonogram,SAT,hard_01,cp_optimizer-free,S,849679, ,21.139765619591905,21.139765619591905,849679
nonogram,SAT,hard_01,cplex-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,crusher-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,gecode-fd,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,gurobi_12-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,highs-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,huub-free,S,218213, ,22.738290706485273,22.738290706485273,218213
nonogram,SAT,hard_01,huub__difference_logic_-free,S,227396, ,22.68924577641078,22.68924577641078,227396
nonogram,SAT,hard_01,jacop-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,nucs-fd,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,or-tools_cp-sat-free,S,756027, ,21.262082578849203,21.262082578849203,756027
nonogram,SAT,hard_01,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,picatsat-free,S,37412, ,24.486708822002722,24.486708822002722,37412
nonogram,SAT,hard_01,pumpkin-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,sabori_csp-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,scip-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,thornbill-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_01,yuck-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,atlantis-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,cbc-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,chuffed-free,S,10904, ,23.02559058476629,23.02559058476629,10904
nonogram,SAT,hard_02,cp_optimizer-free,S,48125, ,20.54077846622194,20.54077846622194,48125
nonogram,SAT,hard_02,cplex-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,crusher-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,gecode-fd,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,gurobi_12-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,highs-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,huub-free,S,14885, ,22.505625127845722,22.505625127845722,14885
nonogram,SAT,hard_02,huub__difference_logic_-free,S,15847, ,22.395271619005523,22.395271619005523,15847
nonogram,SAT,hard_02,jacop-free,S,368984, ,18.421859506431467,18.421859506431467,368984
nonogram,SAT,hard_02,nucs-fd,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,or-tools_cp-sat-free,S,40166, ,20.81513012566311,20.81513012566311,40166
nonogram,SAT,hard_02,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,picatsat-free,S,9897, ,23.18028484208693,23.18028484208693,9897
nonogram,SAT,hard_02,pumpkin-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,sabori_csp-free,S,33288, ,21.115459727979022,21.115459727979022,33288
nonogram,SAT,hard_02,scip-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,thornbill-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_02,yuck-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,atlantis-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,cbc-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,chuffed-free,S,46045, ,23.925939416935435,23.925939416935435,46045
nonogram,SAT,hard_03,cp_optimizer-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,cplex-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,crusher-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,gecode-fd,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,gurobi_12-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,highs-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,huub-free,S,129966, ,22.667736274845087,22.667736274845087,129966
nonogram,SAT,hard_03,huub__difference_logic_-free,S,134559, ,22.61769364463995,22.61769364463995,134559
nonogram,SAT,hard_03,jacop-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,nucs-fd,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,or-tools_cp-sat-free,S,205101, ,22.062694699907848,22.062694699907848,205101
nonogram,SAT,hard_03,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,picatsat-free,S,104224, ,22.949567199905285,22.949567199905285,104224
nonogram,SAT,hard_03,pumpkin-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,sabori_csp-free,S,654770, ,20.7763687637664,20.7763687637664,654770
nonogram,SAT,hard_03,scip-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,thornbill-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,hard_03,yuck-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,medium_05,atlantis-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,medium_05,cbc-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,medium_05,choco-solver__cp_-free,S,20877, ,14.902446340532363,14.902446340532363,20877
nonogram,SAT,medium_05,choco-solver__cp_lcg_-free,S,514938, ,10.41533879591321,10.41533879591321,514938
nonogram,SAT,medium_05,chuffed-free,S,1512, ,22.310478451766883,22.310478451766883,1512
nonogram,SAT,medium_05,cp_optimizer-free,S,5035, ,18.37569869785713,18.37569869785713,5035
nonogram,SAT,medium_05,cplex-free,S,101852, ,11.95200302020601,11.95200302020601,101852
nonogram,SAT,medium_05,crusher-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,medium_05,gecode-fd,S,2129, ,20.7369488723021,20.7369488723021,2129
nonogram,SAT,medium_05,gecode___scheduling_portfolio__experimental_-free,S,4772, ,18.962311662311663,18.962311662311663,4772
nonogram,SAT,medium_05,gurobi_12-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,medium_05,highs-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,medium_05,huub-free,S,1664, ,22.310478451766883,22.310478451766883,1664
nonogram,SAT,medium_05,huub__difference_logic_-free,S,1756, ,22.310478451766883,22.310478451766883,1756
nonogram,SAT,medium_05,jacop-free,S,32149, ,13.886178232768234,13.886178232768234,32149
nonogram,SAT,medium_05,nucs-fd,UNK,1200000, ,0,0,1200000
nonogram,SAT,medium_05,or-tools_cp-sat-free,S,5940, ,18.37569869785713,18.37569869785713,5940
nonogram,SAT,medium_05,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,medium_05,picatsat-free,S,2425, ,20.7369488723021,20.7369488723021,2425
nonogram,SAT,medium_05,pumpkin-free,S,17915, ,15.279019244270295,15.279019244270295,17915
nonogram,SAT,medium_05,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,medium_05,sabori_csp-free,S,18896, ,15.145263264489301,15.145263264489301,18896
nonogram,SAT,medium_05,scip-free,UNK,1200000, ,0,0,1200000
nonogram,SAT,medium_05,sicstus_prolog-free,S,3966, ,19.71238888308731,19.71238888308731,3966
nonogram,SAT,medium_05,thornbill-free,S,23545, ,14.588320060802488,14.588320060802488,23545
nonogram,SAT,medium_05,yuck-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_1000_100,atlantis-free,S,1200000,5561,14,14,358555.99427609425
nside,MAX,EASY_1000_100,cbc-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_1000_100,choco-solver__cp_-free,S,1200000,5606,16,16,441893.8
nside,MAX,EASY_1000_100,choco-solver__cp_lcg_-free,S,1200000,5596,15,15,636294.8988215488
nside,MAX,EASY_1000_100,chuffed-free,S,1200000,5631,21.5,21.5,370343.3026936026
nside,MAX,EASY_1000_100,cp_optimizer-free,S,1200000,5638,25,25,328425.2772727273
nside,MAX,EASY_1000_100,cplex-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_1000_100,crusher-free,S,1200000,5534,11,11,835139.7851851851
nside,MAX,EASY_1000_100,gecode-fd,S,1200000,4987,4.5,4.5,584439.311952862
nside,MAX,EASY_1000_100,gecode___scheduling_portfolio__experimental_-free,S,1200000,5023,6,6,558041.1572390572
nside,MAX,EASY_1000_100,gurobi_12-free,S,1200000,4249,3,3,935315.4616161616
nside,MAX,EASY_1000_100,highs-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_1000_100,huub-free,S,1200000,5630,20,20,389297.137037037
nside,MAX,EASY_1000_100,huub__difference_logic_-free,S,1200000,5634,24,24,363020.0375420875
nside,MAX,EASY_1000_100,jacop-free,S,1200000,5487,9,9,481974.4927609428
nside,MAX,EASY_1000_100,nucs-fd,S,1200000,4987,4.5,4.5,599166.1589225589
nside,MAX,EASY_1000_100,or-tools_cp-sat-free,S,1200000,5548,12,12,382341.5634680134
nside,MAX,EASY_1000_100,or-tools_cp-sat-ls-free,S,1200000,5400,8,8,418101.0451178451
nside,MAX,EASY_1000_100,picatsat-free,S,1200000,5516,10,10,604503.9988215489
nside,MAX,EASY_1000_100,pumpkin-free,S,1200000,5553,13,13,357171.23754208756
nside,MAX,EASY_1000_100,qiuqi-mixsolver-free,S,1200000,5620,18,18,333055.1442760943
nside,MAX,EASY_1000_100,sabori_csp-free,S,1200000,5631,21.5,21.5,317620.79292929295
nside,MAX,EASY_1000_100,scip-free,S,1200000,5355,7,7,631794.0678451178
nside,MAX,EASY_1000_100,sicstus_prolog-free,S,1200000,5629,19,19,407723.7045454545
nside,MAX,EASY_1000_100,thornbill-free,S,1200000,5632,23,23,338738.8072390572
nside,MAX,EASY_1000_100,yuck-free,S,1200000,5619,17,17,339406.7405723906
nside,MAX,EASY_2000_500,atlantis-free,ERR, , ,0,0,1200000
nside,MAX,EASY_2000_500,cbc-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_2000_500,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_2000_500,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_2000_500,chuffed-free,S,1200000,20834,15,15,854913.9487612611
nside,MAX,EASY_2000_500,cp_optimizer-free,S,1200000,25228,20,20,645072.5699449446
nside,MAX,EASY_2000_500,cplex-free,ERR, , ,0,0,1200000
nside,MAX,EASY_2000_500,crusher-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_2000_500,gecode-fd,S,1200000,22898,18,18,738619.1883758756
nside,MAX,EASY_2000_500,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_2000_500,gurobi_12-free,ERR, , ,0,0,1200000
nside,MAX,EASY_2000_500,highs-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_2000_500,huub-free,S,1200000,20346,14,14,863989.3367742744
nside,MAX,EASY_2000_500,huub__difference_logic_-free,S,1200000,20157,13,13,874438.6095470471
nside,MAX,EASY_2000_500,jacop-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_2000_500,nucs-fd,S,1200000,19854,12,12,916732.9999374375
nside,MAX,EASY_2000_500,or-tools_cp-sat-free,S,1200000,26892,21,21,406581.96509009006
nside,MAX,EASY_2000_500,or-tools_cp-sat-ls-free,S,1200000,27100,24.5,24.5,363942.6416416416
nside,MAX,EASY_2000_500,picatsat-free,S,1200000,23866,19,19,822554.9474474475
nside,MAX,EASY_2000_500,pumpkin-free,UNK,1200000, ,0,0,1200000
nside,MAX,EASY_2000_500,qiuqi-mixsolver-free,S,1200000,27100,24.5,24.5,363660.9535785786
nside,MAX,EASY_2000_500,sabori_csp-free,S,1200000,27002,22,22,412926.7535035035
nside,MAX,EASY_2000_500,scip-free,S,1200000,19108,11,11,923476
nside,MAX,EASY_2000_500,sicstus_prolog-free,S,1200000,21901,16,16,1024981.4326201198
nside,MAX,EASY_2000_500,thornbill-free,S,1200000,22551,17,17,772338.659722222
nside,MAX,EASY_2000_500,yuck-free,S,1200000,27078,23,23,397922.1285035035
nside,MAX,HARD_1000_100,atlantis-free,UNK,1200000, ,0,0,1200000
nside,MAX,HARD_1000_100,cbc-free,UNK,1200000, ,0,0,1200000
nside,MAX,HARD_1000_100,choco-solver__cp_-free,S,1200000,5134,15,15,373880.15217810334
nside,MAX,HARD_1000_100,choco-solver__cp_lcg_-free,S,1200000,5254,18,18,643746.8417501927
nside,MAX,HARD_1000_100,chuffed-free,SC,799719,5395,23.126298507324083,23,268728.7259059366
nside,MAX,HARD_1000_100,cp_optimizer-free,SC,709666,5395,23.23967039736409,23,241798.20663068618
nside,MAX,HARD_1000_100,cplex-free,S,1200000,3076,8,8,1033849.7206052429
nside,MAX,HARD_1000_100,crusher-free,UNK,1200000, ,0,0,1200000
nside,MAX,HARD_1000_100,gecode-fd,S,1200000,3631,10.5,10.5,513880.1937162683
nside,MAX,HARD_1000_100,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
nside,MAX,HARD_1000_100,gurobi_12-free,S,1200000,5321,19,19,504990.9424633769
nside,MAX,HARD_1000_100,highs-free,UNK,1200000, ,0,0,1200000
nside,MAX,HARD_1000_100,huub-free,S,1200000,4866,13,13,445130.5073245954
nside,MAX,HARD_1000_100,huub__difference_logic_-free,S,1200000,4886,14,14,443344.75539707043
nside,MAX,HARD_1000_100,jacop-free,S,1200000,1215,7,7,803742.2795875096
nside,MAX,HARD_1000_100,nucs-fd,S,1200000,3631,10.5,10.5,532279.8983230533
nside,MAX,HARD_1000_100,or-tools_cp-sat-free,S,1200000,5217,16,16,403650.48891673086
nside,MAX,HARD_1000_100,or-tools_cp-sat-ls-free,S,1200000,5232,17,17,360795.84252120275
nside,MAX,HARD_1000_100,picatsat-free,S,1200000,4430,12,12,956018.2822860447
nside,MAX,HARD_1000_100,pumpkin-free,S,1200000,3552,9,9,536854.2134734001
nside,MAX,HARD_1000_100,qiuqi-mixsolver-free,S,1200000,5395,21,23,333558.02303392446
nside,MAX,HARD_1000_100,sabori_csp-free,SC,412423,5395,23.764727500213393,23,150102.95855821122
nside,MAX,HARD_1000_100,scip-free,S,1200000,207,6,6,919416.25
nside,MAX,HARD_1000_100,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
nside,MAX,HARD_1000_100,thornbill-free,SC,369740,5395,23.869303595098433,23,115878.57825751734
nside,MAX,HARD_1000_100,yuck-free,S,1200000,5391,20,20,347927.53835774865
nside,MAX,MEDIUM_2000_500,atlantis-free,UNK,1200000, ,0,0,1200000
nside,MAX,MEDIUM_2000_500,cbc-free,UNK,1200000, ,0,0,1200000
nside,MAX,MEDIUM_2000_500,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
nside,MAX,MEDIUM_2000_500,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
nside,MAX,MEDIUM_2000_500,chuffed-free,S,1200000,17061,18,18,595250.9372946541
nside,MAX,MEDIUM_2000_500,cp_optimizer-free,S,1200000,10839,13,13,753171.2285087552
nside,MAX,MEDIUM_2000_500,cplex-free,UNK,1200000, ,0,0,1200000
nside,MAX,MEDIUM_2000_500,crusher-free,UNK,1200000, ,0,0,1200000
nside,MAX,MEDIUM_2000_500,gecode-fd,S,1200000,16340,16.5,16.5,577334.7646979243
nside,MAX,MEDIUM_2000_500,gecode___scheduling_portfolio__experimental_-free,ERR, , ,0,0,1200000
nside,MAX,MEDIUM_2000_500,gurobi_12-free,UNK,1200000, ,0,0,1200000
nside,MAX,MEDIUM_2000_500,highs-free,UNK,1200000, ,0,0,1200000
nside,MAX,MEDIUM_2000_500,huub-free,S,1200000,16212,14.5,14.5,626751.7527443855
nside,MAX,MEDIUM_2000_500,huub__difference_logic_-free,S,1200000,16212,14.5,14.5,626981.3122221791
nside,MAX,MEDIUM_2000_500,jacop-free,S,1200000,2112,11,11,930372.6244733485
nside,MAX,MEDIUM_2000_500,nucs-fd,S,1200000,16340,16.5,16.5,648652.7341811296
nside,MAX,MEDIUM_2000_500,or-tools_cp-sat-free,S,1200000,19112,20,20,601480.3955394072
nside,MAX,MEDIUM_2000_500,or-tools_cp-sat-ls-free,S,1200000,26579,23,23,538394.899114839
nside,MAX,MEDIUM_2000_500,picatsat-free,S,1200000,10670,12,12,887440.4492965096
nside,MAX,MEDIUM_2000_500,pumpkin-free,S,1200000,19349,21,21,620152.2426945228
nside,MAX,MEDIUM_2000_500,qiuqi-mixsolver-free,S,1200000,27069,25,25,406992.1760948553
